DATAFLOW,LAST UPDATE,freq,indic_em,sex,age,unit,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG,CONF_STATUS
ESTAT:SDG_08_30(1.0),12/06/25 23:00:00,Annual,Total employment (resident population concept - LFS),Males,From 20 to 64 years,Percentage of total population,Finland,2012,74.6,,
ESTAT:SDG_08_30(1.0),12/06/25 23:00:00,Annual,Total employment (resident population concept - LFS),Males,From 20 to 64 years,Percentage of total population,Finland,2013,73.9,,
ESTAT:SDG_08_30(1.0),12/06/25 23:00:00,Annual,Total employment (resident population concept - LFS),Males,From 20 to 64 years,Percentage of total population,Finland,2014,73.2,,
ESTAT:SDG_08_30(1.0),12/06/25 23:00:00,Annual,Total employment (resident population concept - LFS),Males,From 20 to 64 years,Percentage of total population,Finland,2015,72.8,,
ESTAT:SDG_08_30(1.0),12/06/25 23:00:00,Annual,Total employment (resident population concept - LFS),Males,From 20 to 64 years,Percentage of total population,Finland,2016,74.0,,
ESTAT:SDG_08_30(1.0),12/06/25 23:00:00,Annual,Total employment (resident population concept - LFS),Males,From 20 to 64 years,Percentage of total population,Finland,2017,75.1,,
ESTAT:SDG_08_30(1.0),12/06/25 23:00:00,Annual,Total employment (resident population concept - LFS),Males,From 20 to 64 years,Percentage of total population,Finland,2018,77.2,,
ESTAT:SDG_08_30(1.0),12/06/25 23:00:00,Annual,Total employment (resident population concept - LFS),Males,From 20 to 64 years,Percentage of total population,Finland,2019,77.8,,
ESTAT:SDG_08_30(1.0),12/06/25 23:00:00,Annual,Total employment (resident population concept - LFS),Males,From 20 to 64 years,Percentage of total population,Finland,2020,77.1,,
ESTAT:SDG_08_30(1.0),12/06/25 23:00:00,Annual,Total employment (resident population concept - LFS),Males,From 20 to 64 years,Percentage of total population,Finland,2021,77.8,,
ESTAT:SDG_08_30(1.0),12/06/25 23:00:00,Annual,Total employment (resident population concept - LFS),Males,From 20 to 64 years,Percentage of total population,Finland,2022,79.0,,
ESTAT:SDG_08_30(1.0),12/06/25 23:00:00,Annual,Total employment (resident population concept - LFS),Males,From 20 to 64 years,Percentage of total population,Finland,2023,78.3,,
ESTAT:SDG_08_30(1.0),12/06/25 23:00:00,Annual,Total employment (resident population concept - LFS),Males,From 20 to 64 years,Percentage of total population,Finland,2024,77.3,,
ESTAT:SDG_08_30(1.0),12/06/25 23:00:00,Annual,Total employment (resident population concept - LFS),Males,From 20 to 64 years,Percentage of total population,France,2009,73.9,,
ESTAT:SDG_08_30(1.0),12/06/25 23:00:00,Annual,Total employment (resident population concept - LFS),Males,From 20 to 64 years,Percentage of total population,France,2010,73.7,,
ESTAT:SDG_08_30(1.0),12/06/25 23:00:00,Annual,Total employment (resident population concept - LFS),Males,From 20 to 64 years,Percentage of total population,France,2011,73.7,,
ESTAT:SDG_08_30(1.0),12/06/25 23:00:00,Annual,Total employment (resident population concept - LFS),Males,From 20 to 64 years,Percentage of total population,France,2012,73.6,,
ESTAT:SDG_08_30(1.0),12/06/25 23:00:00,Annual,Total employment (resident population concept - LFS),Males,From 20 to 64 years,Percentage of total population,France,2013,73.3,,
ESTAT:SDG_08_30(1.0),12/06/25 23:00:00,Annual,Total employment (resident population concept - LFS),Males,From 20 to 64 years,Percentage of total population,France,2014,73.1,,
ESTAT:SDG_08_30(1.0),12/06/25 23:00:00,Annual,Total employment (resident population concept - LFS),Males,From 20 to 64 years,Percentage of total population,France,2015,73.3,,
ESTAT:SDG_08_30(1.0),12/06/25 23:00:00,Annual,Total employment (resident population concept - LFS),Males,From 20 to 64 years,Percentage of total population,France,2016,73.8,,
ESTAT:SDG_08_30(1.0),12/06/25 23:00:00,Annual,Total employment (resident population concept - LFS),Males,From 20 to 64 years,Percentage of total population,France,2017,74.7,,
ESTAT:SDG_08_30(1.0),12/06/25 23:00:00,Annual,Total employment (resident population concept - LFS),Males,From 20 to 64 years,Percentage of total population,France,2018,75.3,,
ESTAT:SDG_08_30(1.0),12/06/25 23:00:00,Annual,Total employment (resident population concept - LFS),Males,From 20 to 64 years,Percentage of total population,France,2019,75.3,,
ESTAT:SDG_08_30(1.0),12/06/25 23:00:00,Annual,Total employment (resident population concept - LFS),Males,From 20 to 64 years,Percentage of total population,France,2020,75.0,,
ESTAT:SDG_08_30(1.0),12/06/25 23:00:00,Annual,Total employment (resident population concept - LFS),Males,From 20 to 64 years,Percentage of total population,France,2021,76.4,d,
ESTAT:SDG_08_30(1.0),12/06/25 23:00:00,Annual,Total employment (resident population concept - LFS),Males,From 20 to 64 years,Percentage of total population,France,2022,77.0,d,
ESTAT:SDG_08_30(1.0),12/06/25 23:00:00,Annual,Total employment (resident population concept - LFS),Males,From 20 to 64 years,Percentage of total population,France,2023,77.2,d,
ESTAT:SDG_08_30(1.0),12/06/25 23:00:00,Annual,Total employment (resident population concept - LFS),Males,From 20 to 64 years,Percentage of total population,France,2024,78.1,d,
ESTAT:SDG_08_30(1.0),12/06/25 23:00:00,Annual,Total employment (resident population concept - LFS),Males,From 20 to 64 years,Percentage of total population,Croatia,2009,70.5,,
ESTAT:SDG_08_30(1.0),12/06/25 23:00:00,Annual,Total employment (resident population concept - LFS),Males,From 20 to 64 years,Percentage of total population,Croatia,2010,67.9,,
ESTAT:SDG_08_30(1.0),12/06/25 23:00:00,Annual,Total employment (resident population concept - LFS),Males,From 20 to 64 years,Percentage of total population,Croatia,2011,66.1,,
ESTAT:SDG_08_30(1.0),12/06/25 23:00:00,Annual,Total employment (resident population concept - LFS),Males,From 20 to 64 years,Percentage of total population,Croatia,2012,63.6,b,
ESTAT:SDG_08_30(1.0),12/06/25 23:00:00,Annual,Total employment (resident population concept - LFS),Males,From 20 to 64 years,Percentage of total population,Croatia,2013,61.6,,
ESTAT:SDG_08_30(1.0),12/06/25 23:00:00,Annual,Total employment (resident population concept - LFS),Males,From 20 to 64 years,Percentage of total population,Croatia,2014,64.2,,
ESTAT:SDG_08_30(1.0),12/06/25 23:00:00,Annual,Total employment (resident population concept - LFS),Males,From 20 to 64 years,Percentage of total population,Croatia,2015,65.3,,
ESTAT:SDG_08_30(1.0),12/06/25 23:00:00,Annual,Total employment (resident population concept - LFS),Males,From 20 to 64 years,Percentage of total population,Croatia,2016,66.2,,
ESTAT:SDG_08_30(1.0),12/06/25 23:00:00,Annual,Total employment (resident population concept - LFS),Males,From 20 to 64 years,Percentage of total population,Croatia,2017,68.6,,
ESTAT:SDG_08_30(1.0),12/06/25 23:00:00,Annual,Total employment (resident population concept - LFS),Males,From 20 to 64 years,Percentage of total population,Croatia,2018,70.2,,
ESTAT:SDG_08_30(1.0),12/06/25 23:00:00,Annual,Total employment (resident population concept - LFS),Males,From 20 to 64 years,Percentage of total population,Croatia,2019,71.7,,
ESTAT:SDG_08_30(1.0),12/06/25 23:00:00,Annual,Total employment (resident population concept - LFS),Males,From 20 to 64 years,Percentage of total population,Croatia,2020,72.5,,
ESTAT:SDG_08_30(1.0),12/06/25 23:00:00,Annual,Total employment (resident population concept - LFS),Males,From 20 to 64 years,Percentage of total population,Croatia,2021,73.8,,
ESTAT:SDG_08_30(1.0),12/06/25 23:00:00,Annual,Total employment (resident population concept - LFS),Males,From 20 to 64 years,Percentage of total population,Croatia,2022,74.9,,
ESTAT:SDG_08_30(1.0),12/06/25 23:00:00,Annual,Total employment (resident population concept - LFS),Males,From 20 to 64 years,Percentage of total population,Croatia,2023,74.6,,
ESTAT:SDG_08_30(1.0),12/06/25 23:00:00,Annual,Total employment (resident population concept - LFS),Males,From 20 to 64 years,Percentage of total population,Croatia,2024,76.5,,
ESTAT:SDG_08_30(1.0),12/06/25 23:00:00,Annual,Total employment (resident population concept - LFS),Males,From 20 to 64 years,Percentage of total population,Hungary,2009,66.5,,
ESTAT:SDG_08_30(1.0),12/06/25 23:00:00,Annual,Total employment (resident population concept - LFS),Males,From 20 to 64 years,Percentage of total population,Hungary,2010,65.6,,
ESTAT:SDG_08_30(1.0),12/06/25 23:00:00,Annual,Total employment (resident population concept - LFS),Males,From 20 to 64 years,Percentage of total population,Hungary,2011,66.5,,
ESTAT:SDG_08_30(1.0),12/06/25 23:00:00,Annual,Total employment (resident population concept - LFS),Males,From 20 to 64 years,Percentage of total population,Hungary,2012,67.3,,
ESTAT:SDG_08_30(1.0),12/06/25 23:00:00,Annual,Total employment (resident population concept - LFS),Males,From 20 to 64 years,Percentage of total population,Hungary,2013,69.3,,
ESTAT:SDG_08_30(1.0),12/06/25 23:00:00,Annual,Total employment (resident population concept - LFS),Males,From 20 to 64 years,Percentage of total population,Hungary,2014,73.5,,
ESTAT:SDG_08_30(1.0),12/06/25 23:00:00,Annual,Total employment (resident population concept - LFS),Males,From 20 to 64 years,Percentage of total population,Hungary,2015,75.8,,
ESTAT:SDG_08_30(1.0),12/06/25 23:00:00,Annual,Total employment (resident population concept - LFS),Males,From 20 to 64 years,Percentage of total population,Hungary,2016,78.6,,
ESTAT:SDG_08_30(1.0),12/06/25 23:00:00,Annual,Total employment (resident population concept - LFS),Males,From 20 to 64 years,Percentage of total population,Hungary,2017,81.0,,
ESTAT:SDG_08_30(1.0),12/06/25 23:00:00,Annual,Total employment (resident population concept - LFS),Males,From 20 to 64 years,Percentage of total population,Hungary,2018,82.2,b,
ESTAT:SDG_08_30(1.0),12/06/25 23:00:00,Annual,Total employment (resident population concept - LFS),Males,From 20 to 64 years,Percentage of total population,Hungary,2019,83.2,,
ESTAT:SDG_08_30(1.0),12/06/25 23:00:00,Annual,Total employment (resident population concept - LFS),Males,From 20 to 64 years,Percentage of total population,Hungary,2020,83.2,,
ESTAT:SDG_08_30(1.0),12/06/25 23:00:00,Annual,Total employment (resident population concept - LFS),Males,From 20 to 64 years,Percentage of total population,Hungary,2021,84.2,,
ESTAT:SDG_08_30(1.0),12/06/25 23:00:00,Annual,Total employment (resident population concept - LFS),Males,From 20 to 64 years,Percentage of total population,Hungary,2022,85.2,,
ESTAT:SDG_08_30(1.0),12/06/25 23:00:00,Annual,Total employment (resident population concept - LFS),Males,From 20 to 64 years,Percentage of total population,Hungary,2023,85.2,,
ESTAT:SDG_08_30(1.0),12/06/25 23:00:00,Annual,Total employment (resident population concept - LFS),Males,From 20 to 64 years,Percentage of total population,Hungary,2024,85.0,,
ESTAT:SDG_08_30(1.0),12/06/25 23:00:00,Annual,Total employment (resident population concept - LFS),Males,From 20 to 64 years,Percentage of total population,Ireland,2009,73.2,,
ESTAT:SDG_08_30(1.0),12/06/25 23:00:00,Annual,Total employment (resident population concept - LFS),Males,From 20 to 64 years,Percentage of total population,Ireland,2010,70.0,,
ESTAT:SDG_08_30(1.0),12/06/25 23:00:00,Annual,Total employment (resident population concept - LFS),Males,From 20 to 64 years,Percentage of total population,Ireland,2011,69.0,,
ESTAT:SDG_08_30(1.0),12/06/25 23:00:00,Annual,Total employment (resident population concept - LFS),Males,From 20 to 64 years,Percentage of total population,Ireland,2012,68.8,,
ESTAT:SDG_08_30(1.0),12/06/25 23:00:00,Annual,Total employment (resident population concept - LFS),Males,From 20 to 64 years,Percentage of total population,Ireland,2013,71.8,,
ESTAT:SDG_08_30(1.0),12/06/25 23:00:00,Annual,Total employment (resident population concept - LFS),Males,From 20 to 64 years,Percentage of total population,Ireland,2014,74.1,,
ESTAT:SDG_08_30(1.0),12/06/25 23:00:00,Annual,Total employment (resident population concept - LFS),Males,From 20 to 64 years,Percentage of total population,Ireland,2015,76.1,,
ESTAT:SDG_08_30(1.0),12/06/25 23:00:00,Annual,Total employment (resident population concept - LFS),Males,From 20 to 64 years,Percentage of total population,Ireland,2016,77.5,,
ESTAT:SDG_08_30(1.0),12/06/25 23:00:00,Annual,Total employment (resident population concept - LFS),Males,From 20 to 64 years,Percentage of total population,Ireland,2017,79.1,,
ESTAT:SDG_08_30(1.0),12/06/25 23:00:00,Annual,Total employment (resident population concept - LFS),Males,From 20 to 64 years,Percentage of total population,Ireland,2018,80.2,,
ESTAT:SDG_08_30(1.0),12/06/25 23:00:00,Annual,Total employment (resident population concept - LFS),Males,From 20 to 64 years,Percentage of total population,Ireland,2019,81.3,,
ESTAT:SDG_08_30(1.0),12/06/25 23:00:00,Annual,Total employment (resident population concept - LFS),Males,From 20 to 64 years,Percentage of total population,Ireland,2020,78.5,,
ESTAT:SDG_08_30(1.0),12/06/25 23:00:00,Annual,Total employment (resident population concept - LFS),Males,From 20 to 64 years,Percentage of total population,Ireland,2021,80.0,b,
ESTAT:SDG_08_30(1.0),12/06/25 23:00:00,Annual,Total employment (resident population concept - LFS),Males,From 20 to 64 years,Percentage of total population,Ireland,2022,84.0,,
ESTAT:SDG_08_30(1.0),12/06/25 23:00:00,Annual,Total employment (resident population concept - LFS),Males,From 20 to 64 years,Percentage of total population,Ireland,2023,84.2,,
ESTAT:SDG_08_30(1.0),12/06/25 23:00:00,Annual,Total employment (resident population concept - LFS),Males,From 20 to 64 years,Percentage of total population,Ireland,2024,84.5,,
ESTAT:SDG_08_30(1.0),12/06/25 23:00:00,Annual,Total employment (resident population concept - LFS),Males,From 20 to 64 years,Percentage of total population,Italy,2009,72.9,,
ESTAT:SDG_08_30(1.0),12/06/25 23:00:00,Annual,Total employment (resident population concept - LFS),Males,From 20 to 64 years,Percentage of total population,Italy,2010,71.9,,
ESTAT:SDG_08_30(1.0),12/06/25 23:00:00,Annual,Total employment (resident population concept - LFS),Males,From 20 to 64 years,Percentage of total population,Italy,2011,71.7,,
ESTAT:SDG_08_30(1.0),12/06/25 23:00:00,Annual,Total employment (resident population concept - LFS),Males,From 20 to 64 years,Percentage of total population,Italy,2012,70.6,,
ESTAT:SDG_08_30(1.0),12/06/25 23:00:00,Annual,Total employment (resident population concept - LFS),Males,From 20 to 64 years,Percentage of total population,Italy,2013,68.8,,
ESTAT:SDG_08_30(1.0),12/06/25 23:00:00,Annual,Total employment (resident population concept - LFS),Males,From 20 to 64 years,Percentage of total population,Italy,2014,69.0,,
ESTAT:SDG_08_30(1.0),12/06/25 23:00:00,Annual,Total employment (resident population concept - LFS),Males,From 20 to 64 years,Percentage of total population,Italy,2015,70.2,,
ESTAT:SDG_08_30(1.0),12/06/25 23:00:00,Annual,Total employment (resident population concept - LFS),Males,From 20 to 64 years,Percentage of total population,Italy,2016,71.5,,
ESTAT:SDG_08_30(1.0),12/06/25 23:00:00,Annual,Total employment (resident population concept - LFS),Males,From 20 to 64 years,Percentage of total population,Italy,2017,72.2,,
ESTAT:SDG_08_30(1.0),12/06/25 23:00:00,Annual,Total employment (resident population concept - LFS),Males,From 20 to 64 years,Percentage of total population,Italy,2018,72.9,b,
ESTAT:SDG_08_30(1.0),12/06/25 23:00:00,Annual,Total employment (resident population concept - LFS),Males,From 20 to 64 years,Percentage of total population,Italy,2019,73.3,,
ESTAT:SDG_08_30(1.0),12/06/25 23:00:00,Annual,Total employment (resident population concept - LFS),Males,From 20 to 64 years,Percentage of total population,Italy,2020,71.8,,
ESTAT:SDG_08_30(1.0),12/06/25 23:00:00,Annual,Total employment (resident population concept - LFS),Males,From 20 to 64 years,Percentage of total population,Italy,2021,72.4,,
ESTAT:SDG_08_30(1.0),12/06/25 23:00:00,Annual,Total employment (resident population concept - LFS),Males,From 20 to 64 years,Percentage of total population,Italy,2022,74.7,,
ESTAT:SDG_08_30(1.0),12/06/25 23:00:00,Annual,Total employment (resident population concept - LFS),Males,From 20 to 64 years,Percentage of total population,Italy,2023,76.0,,
ESTAT:SDG_08_30(1.0),12/06/25 23:00:00,Annual,Total employment (resident population concept - LFS),Males,From 20 to 64 years,Percentage of total population,Italy,2024,76.8,,
ESTAT:SDG_08_30(1.0),12/06/25 23:00:00,Annual,Total employment (resident population concept - LFS),Males,From 20 to 64 years,Percentage of total population,Lithuania,2009,66.8,,
ESTAT:SDG_08_30(1.0),12/06/25 23:00:00,Annual,Total employment (resident population concept - LFS),Males,From 20 to 64 years,Percentage of total population,Lithuania,2010,63.5,,
ESTAT:SDG_08_30(1.0),12/06/25 23:00:00,Annual,Total employment (resident population concept - LFS),Males,From 20 to 64 years,Percentage of total population,Lithuania,2011,67.2,,
ESTAT:SDG_08_30(1.0),12/06/25 23:00:00,Annual,Total employment (resident population concept - LFS),Males,From 20 to 64 years,Percentage of total population,Lithuania,2012,69.1,,
ESTAT:SDG_08_30(1.0),12/06/25 23:00:00,Annual,Total employment (resident population concept - LFS),Males,From 20 to 64 years,Percentage of total population,Lithuania,2013,71.2,,
ESTAT:SDG_08_30(1.0),12/06/25 23:00:00,Annual,Total employment (resident population concept - LFS),Males,From 20 to 64 years,Percentage of total population,Lithuania,2014,73.1,,
ESTAT:SDG_08_30(1.0),12/06/25 23:00:00,Annual,Total employment (resident population concept - LFS),Males,From 20 to 64 years,Percentage of total population,Lithuania,2015,74.6,,
ESTAT:SDG_08_30(1.0),12/06/25 23:00:00,Annual,Total employment (resident population concept - LFS),Males,From 20 to 64 years,Percentage of total population,Lithuania,2016,76.2,,
ESTAT:SDG_08_30(1.0),12/06/25 23:00:00,Annual,Total employment (resident population concept - LFS),Males,From 20 to 64 years,Percentage of total population,Lithuania,2017,76.5,,
ESTAT:SDG_08_30(1.0),12/06/25 23:00:00,Annual,Total employment (resident population concept - LFS),Males,From 20 to 64 years,Percentage of total population,Lithuania,2018,79.0,,
ESTAT:SDG_08_30(1.0),12/06/25 23:00:00,Annual,Total employment (resident population concept - LFS),Males,From 20 to 64 years,Percentage of total population,Lithuania,2019,79.0,,
ESTAT:SDG_08_30(1.0),12/06/25 23:00:00,Annual,Total employment (resident population concept - LFS),Males,From 20 to 64 years,Percentage of total population,Lithuania,2020,77.5,,
ESTAT:SDG_08_30(1.0),12/06/25 23:00:00,Annual,Total employment (resident population concept - LFS),Males,From 20 to 64 years,Percentage of total population,Lithuania,2021,78.1,,
ESTAT:SDG_08_30(1.0),12/06/25 23:00:00,Annual,Total employment (resident population concept - LFS),Males,From 20 to 64 years,Percentage of total population,Lithuania,2022,79.4,,
ESTAT:SDG_08_30(1.0),12/06/25 23:00:00,Annual,Total employment (resident population concept - LFS),Males,From 20 to 64 years,Percentage of total population,Lithuania,2023,79.2,,
ESTAT:SDG_08_30(1.0),12/06/25 23:00:00,Annual,Total employment (resident population concept - LFS),Males,From 20 to 64 years,Percentage of total population,Lithuania,2024,79.9,,
ESTAT:SDG_08_30(1.0),12/06/25 23:00:00,Annual,Total employment (resident population concept - LFS),Males,From 20 to 64 years,Percentage of total population,Luxembourg,2009,79.0,,
ESTAT:SDG_08_30(1.0),12/06/25 23:00:00,Annual,Total employment (resident population concept - LFS),Males,From 20 to 64 years,Percentage of total population,Luxembourg,2010,79.2,,
ESTAT:SDG_08_30(1.0),12/06/25 23:00:00,Annual,Total employment (resident population concept - LFS),Males,From 20 to 64 years,Percentage of total population,Luxembourg,2011,78.1,,
ESTAT:SDG_08_30(1.0),12/06/25 23:00:00,Annual,Total employment (resident population concept - LFS),Males,From 20 to 64 years,Percentage of total population,Luxembourg,2012,78.5,,
ESTAT:SDG_08_30(1.0),12/06/25 23:00:00,Annual,Total employment (resident population concept - LFS),Males,From 20 to 64 years,Percentage of total population,Luxembourg,2013,78.0,,
ESTAT:SDG_08_30(1.0),12/06/25 23:00:00,Annual,Total employment (resident population concept - LFS),Males,From 20 to 64 years,Percentage of total population,Luxembourg,2014,78.4,,
ESTAT:SDG_08_30(1.0),12/06/25 23:00:00,Annual,Total employment (resident population concept - LFS),Males,From 20 to 64 years,Percentage of total population,Luxembourg,2015,76.7,b,
ESTAT:SDG_08_30(1.0),12/06/25 23:00:00,Annual,Total employment (resident population concept - LFS),Males,From 20 to 64 years,Percentage of total population,Luxembourg,2016,76.1,,
ESTAT:SDG_08_30(1.0),12/06/25 23:00:00,Annual,Total employment (resident population concept - LFS),Males,From 20 to 64 years,Percentage of total population,Luxembourg,2017,75.4,,
ESTAT:SDG_08_30(1.0),12/06/25 23:00:00,Annual,Total employment (resident population concept - LFS),Males,From 20 to 64 years,Percentage of total population,Luxembourg,2018,76.0,,
ESTAT:SDG_08_30(1.0),12/06/25 23:00:00,Annual,Total employment (resident population concept - LFS),Males,From 20 to 64 years,Percentage of total population,Luxembourg,2019,77.2,,
ESTAT:SDG_08_30(1.0),12/06/25 23:00:00,Annual,Total employment (resident population concept - LFS),Males,From 20 to 64 years,Percentage of total population,Luxembourg,2020,75.6,,
ESTAT:SDG_08_30(1.0),12/06/25 23:00:00,Annual,Total employment (resident population concept - LFS),Males,From 20 to 64 years,Percentage of total population,Luxembourg,2021,77.7,,
ESTAT:SDG_08_30(1.0),12/06/25 23:00:00,Annual,Total employment (resident population concept - LFS),Males,From 20 to 64 years,Percentage of total population,Luxembourg,2022,78.0,,
ESTAT:SDG_08_30(1.0),12/06/25 23:00:00,Annual,Total employment (resident population concept - LFS),Males,From 20 to 64 years,Percentage of total population,Luxembourg,2023,78.2,,
ESTAT:SDG_08_30(1.0),12/06/25 23:00:00,Annual,Total employment (resident population concept - LFS),Males,From 20 to 64 years,Percentage of total population,Luxembourg,2024,76.9,,
ESTAT:SDG_08_30(1.0),12/06/25 23:00:00,Annual,Total employment (resident population concept - LFS),Males,From 20 to 64 years,Percentage of total population,Latvia,2009,66.4,,
ESTAT:SDG_08_30(1.0),12/06/25 23:00:00,Annual,Total employment (resident population concept - LFS),Males,From 20 to 64 years,Percentage of total population,Latvia,2010,63.6,,
ESTAT:SDG_08_30(1.0),12/06/25 23:00:00,Annual,Total employment (resident population concept - LFS),Males,From 20 to 64 years,Percentage of total population,Latvia,2011,67.1,,
ESTAT:SDG_08_30(1.0),12/06/25 23:00:00,Annual,Total employment (resident population concept - LFS),Males,From 20 to 64 years,Percentage of total population,Latvia,2012,69.8,,
ESTAT:SDG_08_30(1.0),12/06/25 23:00:00,Annual,Total employment (resident population concept - LFS),Males,From 20 to 64 years,Percentage of total population,Latvia,2013,71.7,,
ESTAT:SDG_08_30(1.0),12/06/25 23:00:00,Annual,Total employment (resident population concept - LFS),Males,From 20 to 64 years,Percentage of total population,Latvia,2014,72.9,,
ESTAT:SDG_08_30(1.0),12/06/25 23:00:00,Annual,Total employment (resident population concept - LFS),Males,From 20 to 64 years,Percentage of total population,Latvia,2015,74.6,,
ESTAT:SDG_08_30(1.0),12/06/25 23:00:00,Annual,Total employment (resident population concept - LFS),Males,From 20 to 64 years,Percentage of total population,Latvia,2016,74.5,,
ESTAT:SDG_08_30(1.0),12/06/25 23:00:00,Annual,Total employment (resident population concept - LFS),Males,From 20 to 64 years,Percentage of total population,Latvia,2017,76.9,,
ESTAT:SDG_08_30(1.0),12/06/25 23:00:00,Annual,Total employment (resident population concept - LFS),Males,From 20 to 64 years,Percentage of total population,Latvia,2018,79.0,,
ESTAT:SDG_08_30(1.0),12/06/25 23:00:00,Annual,Total employment (resident population concept - LFS),Males,From 20 to 64 years,Percentage of total population,Latvia,2019,79.2,,
ESTAT:SDG_08_30(1.0),12/06/25 23:00:00,Annual,Total employment (resident population concept - LFS),Males,From 20 to 64 years,Percentage of total population,Latvia,2020,78.8,,
ESTAT:SDG_08_30(1.0),12/06/25 23:00:00,Annual,Total employment (resident population concept - LFS),Males,From 20 to 64 years,Percentage of total population,Latvia,2021,77.7,,
ESTAT:SDG_08_30(1.0),12/06/25 23:00:00,Annual,Total employment (resident population concept - LFS),Males,From 20 to 64 years,Percentage of total population,Latvia,2022,78.6,,
ESTAT:SDG_08_30(1.0),12/06/25 23:00:00,Annual,Total employment (resident population concept - LFS),Males,From 20 to 64 years,Percentage of total population,Latvia,2023,79.1,,
ESTAT:SDG_08_30(1.0),12/06/25 23:00:00,Annual,Total employment (resident population concept - LFS),Males,From 20 to 64 years,Percentage of total population,Latvia,2024,79.1,,
ESTAT:SDG_08_30(1.0),12/06/25 23:00:00,Annual,Total employment (resident population concept - LFS),Males,From 20 to 64 years,Percentage of total population,Malta,2009,77.5,,
ESTAT:SDG_08_30(1.0),12/06/25 23:00:00,Annual,Total employment (resident population concept - LFS),Males,From 20 to 64 years,Percentage of total population,Malta,2010,78.2,,
ESTAT:SDG_08_30(1.0),12/06/25 23:00:00,Annual,Total employment (resident population concept - LFS),Males,From 20 to 64 years,Percentage of total population,Malta,2011,79.0,,
ESTAT:SDG_08_30(1.0),12/06/25 23:00:00,Annual,Total employment (resident population concept - LFS),Males,From 20 to 64 years,Percentage of total population,Malta,2012,79.4,,
ESTAT:SDG_08_30(1.0),12/06/25 23:00:00,Annual,Total employment (resident population concept - LFS),Males,From 20 to 64 years,Percentage of total population,Malta,2013,80.3,,
ESTAT:SDG_08_30(1.0),12/06/25 23:00:00,Annual,Total employment (resident population concept - LFS),Males,From 20 to 64 years,Percentage of total population,Malta,2014,81.1,,
ESTAT:SDG_08_30(1.0),12/06/25 23:00:00,Annual,Total employment (resident population concept - LFS),Males,From 20 to 64 years,Percentage of total population,Malta,2015,82.1,,
ESTAT:SDG_08_30(1.0),12/06/25 23:00:00,Annual,Total employment (resident population concept - LFS),Males,From 20 to 64 years,Percentage of total population,Malta,2016,83.5,,
ESTAT:SDG_08_30(1.0),12/06/25 23:00:00,Annual,Total employment (resident population concept - LFS),Males,From 20 to 64 years,Percentage of total population,Malta,2017,84.7,,
ESTAT:SDG_08_30(1.0),12/06/25 23:00:00,Annual,Total employment (resident population concept - LFS),Males,From 20 to 64 years,Percentage of total population,Malta,2018,85.5,,
ESTAT:SDG_08_30(1.0),12/06/25 23:00:00,Annual,Total employment (resident population concept - LFS),Males,From 20 to 64 years,Percentage of total population,Malta,2019,85.9,,
ESTAT:SDG_08_30(1.0),12/06/25 23:00:00,Annual,Total employment (resident population concept - LFS),Males,From 20 to 64 years,Percentage of total population,Malta,2020,84.9,,
ESTAT:SDG_08_30(1.0),12/06/25 23:00:00,Annual,Total employment (resident population concept - LFS),Males,From 20 to 64 years,Percentage of total population,Malta,2021,86.0,,
ESTAT:SDG_08_30(1.0),12/06/25 23:00:00,Annual,Total employment (resident population concept - LFS),Males,From 20 to 64 years,Percentage of total population,Malta,2022,86.2,,
ESTAT:SDG_08_30(1.0),12/06/25 23:00:00,Annual,Total employment (resident population concept - LFS),Males,From 20 to 64 years,Percentage of total population,Malta,2023,87.7,,
ESTAT:SDG_08_30(1.0),12/06/25 23:00:00,Annual,Total employment (resident population concept - LFS),Males,From 20 to 64 years,Percentage of total population,Malta,2024,89.0,,
ESTAT:SDG_08_30(1.0),12/06/25 23:00:00,Annual,Total employment (resident population concept - LFS),Males,From 20 to 64 years,Percentage of total population,Netherlands,2009,84.2,,
ESTAT:SDG_08_30(1.0),12/06/25 23:00:00,Annual,Total employment (resident population concept - LFS),Males,From 20 to 64 years,Percentage of total population,Netherlands,2010,83.0,,
ESTAT:SDG_08_30(1.0),12/06/25 23:00:00,Annual,Total employment (resident population concept - LFS),Males,From 20 to 64 years,Percentage of total population,Netherlands,2011,82.9,,
ESTAT:SDG_08_30(1.0),12/06/25 23:00:00,Annual,Total employment (resident population concept - LFS),Males,From 20 to 64 years,Percentage of total population,Netherlands,2012,82.8,,
ESTAT:SDG_08_30(1.0),12/06/25 23:00:00,Annual,Total employment (resident population concept - LFS),Males,From 20 to 64 years,Percentage of total population,Netherlands,2013,81.6,,
ESTAT:SDG_08_30(1.0),12/06/25 23:00:00,Annual,Total employment (resident population concept - LFS),Males,From 20 to 64 years,Percentage of total population,Netherlands,2014,81.7,,
ESTAT:SDG_08_30(1.0),12/06/25 23:00:00,Annual,Total employment (resident population concept - LFS),Males,From 20 to 64 years,Percentage of total population,Netherlands,2015,82.5,,
ESTAT:SDG_08_30(1.0),12/06/25 23:00:00,Annual,Total employment (resident population concept - LFS),Males,From 20 to 64 years,Percentage of total population,Netherlands,2016,83.2,,
ESTAT:SDG_08_30(1.0),12/06/25 23:00:00,Annual,Total employment (resident population concept - LFS),Males,From 20 to 64 years,Percentage of total population,Netherlands,2017,83.8,,
